iter	Passed	Remaining
1663	51448	9399
1664	51464	9365
1665	51500	9335
1666	51520	9302
1667	51545	9270
1668	51561	9237
1669	51608	9209
1670	51624	9175
1671	51649	9143
1672	51666	9110
1673	51720	9083
1674	51748	9052
1675	51769	9019
1676	51797	8988
1677	51830	8957
1678	51848	8924
1679	51873	8892
1680	51905	8861
1681	51932	8830
1682	51965	8799
1683	51986	8767
1684	52007	8734
1685	52028	8702
1686	52060	8671
1687	52098	8641
1688	52111	8608
1689	52141	8577
1690	52163	8544
1691	52178	8511
1692	52223	8482
1693	52238	8449
1694	52277	8419
1695	52306	8388
1696	52335	8357
1697	52386	8330
1698	52415	8298
1699	52471	8272
1700	52491	8239
1701	52507	8206
1702	52539	8175
1703	52562	8143
1704	52584	8111
1705	52600	8078
1706	52612	8044
1707	52638	8012
1708	52664	7981
1709	52678	7947
1710	52699	7915
1711	52720	7883
1712	52754	7853
1713	52768	7819
1714	52782	7786
1715	52800	7753
1716	52831	7723
1717	52849	7690
1718	52878	7659
1719	52915	7629
1720	52938	7597
1721	52972	7567
1722	52986	7534
1723	53008	7502
1724	53031	7470
1725	53074	7441
1726	53087	7408
1727	53118	7377
1728	53155	7347
1729	53178	7315
1730	53195	7283
1731	53229	7253
1732	53268	7223
1733	53292	7191
1734	53305	7158
1735	53340	7128
1736	53364	7096
1737	53410	7068
1738	53441	7037
1739	53469	7006
1740	53486	6973
1741	53526	6944
1742	53555	6913
1743	53584	6882
1744	53608	6850
1745	53645	6820
1746	53676	6790
1747	53701	6758
1748	53728	6727
1749	53744	6694
1750	53759	6662
1751	53780	6630
1752	53790	6597
1753	53824	6566
1754	53854	6536
1755	53872	6503
1756	53884	6471
1757	53916	6440
1758	53935	6408
1759	53977	6379
1760	54002	6347
1761	54026	6316
1762	54050	6284
1763	54084	6254
1764	54112	6223
1765	54152	6194
1766	54183	6163
1767	54210	6132
1768	54248	6102
1769	54276	6071
1770	54314	6041
1771	54329	6009
1772	54351	5977
1773	54371	5945
1774	54403	5915
1775	54434	5884
1776	54445	5852
1777	54463	5820
1778	54485	5788
1779	54527	5759
1780	54572	5729
1781	54612	5700
1782	54648	5670
1783	54670	5638
1784	54697	5607
1785	54721	5576
1786	54744	5544
1787	54769	5513
1788	54784	5481
1789	54814	5450
1790	54831	5418
1791	54856	5387
1792	54893	5357
1793	54907	5325
1794	54940	5295
1795	54976	5265
1796	54996	5233
1797	55026	5202
1798	55056	5172
1799	55092	5141
1800	55115	5110
1801	55133	5078
1802	55149	5046
1803	55196	5017
1804	55221	4986
1805	55236	4954
1806	55296	4926
1807	55327	4896
1808	55350	4864
1809	55377	4834
1810	55409	4803
1811	55441	4773
1812	55459	4741
1813	55480	4710
1814	55516	4679
1815	55546	4649
1816	55575	4618
1817	55598	4587
1818	55632	4557
1819	55646	4525
1820	55671	4494
1821	55709	4464
1822	55737	4433
1823	55760	4402
1824	55790	4371
1825	55808	4339
1826	55836	4309
1827	55863	4278
1828	55883	4247
1829	55908	4216
1830	55933	4185
1831	55959	4154
1832	55975	4122
1833	55992	4091
1834	56015	4059
1835	56041	4029
1836	56062	3997
1837	56086	3966
1838	56098	3935
1839	56149	3906
1840	56195	3876
1841	56210	3844
1842	56234	3814
1843	56258	3783
1844	56289	3752
1845	56318	3722
1846	56340	3690
1847	56363	3659
1848	56391	3629
1849	56420	3598
1850	56455	3568
1851	56492	3538
1852	56512	3507
1853	56553	3477
1854	56600	3447
1855	56633	3417
1856	56657	3386
1857	56684	3355
1858	56701	3324
1859	56721	3293
1860	56756	3263
1861	56775	3232
1862	56793	3200
1863	56818	3170
1864	56851	3139
1865	56872	3108
1866	56889	3077
1867	56911	3046
1868	56949	3016
1869	56966	2985
1870	57022	2956
1871	57053	2925
1872	57109	2896
1873	57140	2866
1874	57163	2835
1875	57187	2804
1876	57211	2773
1877	57236	2742
1878	57255	2711
1879	57270	2680
1880	57281	2649
1881	57302	2618
1882	57344	2588
1883	57377	2558
1884	57395	2527
1885	57411	2496
1886	57448	2465
1887	57472	2435
1888	57495	2404
1889	57517	2373
1890	57534	2342
1891	57559	2312
1892	57573	2281
1893	57600	2250
1894	57616	2219
1895	57647	2189
1896	57666	2158
1897	57692	2127
1898	57720	2097
1899	57738	2066
1900	57794	2036
1901	57815	2006
1902	57840	1975
1903	57853	1944
1904	57874	1913
1905	57892	1883
1906	57906	1852
1907	57930	1821
1908	57948	1790
1909	57995	1761
1910	58017	1730
1911	58041	1699
1912	58064	1669
1913	58098	1639
1914	58113	1608
1915	58128	1577
1916	58148	1546
1917	58184	1516
1918	58207	1486
1919	58218	1455
1920	58248	1425
1921	58275	1394
1922	58295	1364
1923	58323	1333
1924	58342	1303
1925	58355	1272
1926	58375	1242
1927	58399	1211
1928	58423	1181
1929	58446	1150
1930	58459	1120
1931	58496	1089
1932	58515	1059
1933	58537	1029
1934	58565	998
1935	58591	968
1936	58620	938
1937	58638	907
1938	58660	877
1939	58677	846
1940	58706	816
1941	58742	786
1942	58763	756
1943	58791	725
1944	58809	695
1945	58838	665
1946	58854	634
1947	58881	604
1948	58903	574
1949	58929	543
1950	58951	513
1951	58970	483
1952	58997	453
1953	59033	422
1954	59045	392
1955	59074	362
1956	59093	332
1957	59121	301
1958	59164	271
1959	59181	241
1960	59205	211
1961	59232	181
1962	59287	151
1963	59318	120
1964	59338	90
1965	59373	60
1966	59388	30
1967	59417	0
