iter	RMSE
205	4458.526671
206	4457.653811
207	4456.517844
208	4455.604409
209	4454.972491
210	4454.58906
211	4453.272232
212	4452.260017
213	4451.319364
214	4449.729278
215	4448.614706
216	4447.735091
217	4447.142419
218	4445.406708
219	4444.884222
220	4443.948073
221	4442.741248
222	4441.518694
223	4440.598014
224	4439.749313
225	4438.71115
226	4437.890144
227	4436.568186
228	4435.695732
229	4434.614788
230	4434.25125
231	4433.146737
232	4432.452542
233	4432.177663
234	4431.209093
235	4429.986098
236	4429.182862
237	4428.512066
238	4427.629796
239	4426.461679
240	4426.038847
241	4425.429722
242	4424.300148
243	4423.569941
244	4422.933245
245	4421.94088
246	4421.365574
247	4420.854406
248	4420.182636
249	4419.332376
250	4419.170653
251	4419.009443
252	4418.437107
253	4417.700369
254	4416.750615
255	4415.806887
256	4414.895234
257	4414.270193
258	4413.788031
259	4412.23845
260	4411.880464
261	4411.467189
262	4410.86893
263	4409.840586
264	4409.166943
265	4408.335105
266	4407.950986
267	4407.147085
268	4406.200756
269	4405.378229
270	4404.881426
271	4404.24063
272	4403.870458
273	4403.432976
274	4402.457764
275	4401.947246
276	4401.024077
277	4400.044249
278	4399.767397
279	4399.068173
280	4398.403888
281	4397.830601
282	4396.955061
283	4396.199839
284	4395.712167
285	4395.149571
286	4394.680828
287	4394.134391
288	4392.988218
289	4392.333358
290	4391.670219
291	4390.754529
292	4389.784821
293	4389.263288
294	4387.981186
295	4387.697065
296	4387.271684
297	4386.971165
298	4386.114535
299	4385.797218
300	4385.001113
301	4384.609442
302	4383.754123
303	4382.442014
304	4381.302515
305	4380.360913
306	4379.798878
307	4379.065657
308	4378.325865
309	4377.450365
310	4376.995302
311	4376.162695
312	4375.133313
313	4374.542834
314	4374.112964
315	4373.581359
316	4372.152632
317	4371.310667
318	4370.311304
319	4369.707693
320	4368.964491
321	4367.669615
322	4366.294787
323	4364.930651
324	4363.6623
325	4362.706489
326	4361.849695
327	4360.861943
328	4360.089947
329	4359.044956
330	4358.013876
331	4357.403976
332	4356.944201
333	4356.083751
334	4355.174397
335	4354.470088
336	4353.639516
337	4353.042531
338	4351.451794
339	4349.905416
340	4348.681558
341	4347.90432
342	4346.839797
343	4346.116472
344	4344.983617
345	4343.667327
346	4343.367908
347	4341.945755
348	4340.77893
349	4340.117894
350	4338.281629
351	4336.859515
352	4335.397652
353	4334.372279
354	4333.400735
355	4332.494462
356	4330.650981
357	4329.751989
358	4328.120267
359	4325.517274
360	4324.055224
361	4322.404865
362	4321.389833
363	4320.350771
364	4319.532675
365	4317.403407
366	4316.320007
367	4314.008019
368	4312.785782
369	4312.272534
370	4309.287952
371	4307.325743
372	4304.434816
373	4303.483154
374	4301.859912
375	4298.672902
376	4295.994783
377	4293.198911
378	4291.510986
379	4289.745704
380	4287.329854
381	4284.053312
382	4281.54881
383	4277.616646
384	4274.3468
385	4269.699163
386	4265.606535
387	4262.372079
388	4259.996307
389	4256.346267
390	4252.242285
391	4249.592403
392	4246.095633
393	4243.024909
394	4239.863504
395	4236.275318
396	4232.212083
397	4230.882316
398	4227.76943
399	4224.971834
400	4220.452216
401	4217.603695
402	4213.87392
403	4210.487937
404	4205.503351
405	4201.124077
406	4195.918693
407	4189.016394
408	4187.409791
409	4180.41017
410	4177.991851
411	4174.531368
412	4168.959398
413	4164.559442
414	4160.289075
415	4154.881101
416	4146.141474
417	4140.864458
418	4134.143563
419	4133.011188
420	4131.726033
421	4128.918191
422	4124.409094
423	4117.608699
424	4114.396432
425	4110.859582
426	4102.752565
427	4098.630047
428	4093.732997
429	4091.723665
430	4085.885786
431	4079.810446
432	4072.324995
433	4070.126399
434	4064.831559
435	4059.783711
436	4058.251998
437	4055.994678
438	4052.641324
439	4049.989079
440	4044.711826
441	4039.917287
442	4035.612434
443	4030.355273
444	4023.031563
445	4019.432308
446	4018.05756
447	4012.368402
448	4011.413798
449	4009.129523
450	4006.72388
451	4004.033421
452	3998.431363
453	3997.622115
454	3989.31268
455	3983.421328
456	3981.910855
457	3977.085456
458	3974.183599
459	3970.905635
460	3964.49608
461	3961.533573
462	3957.016163
463	3951.386034
464	3948.384362
465	3941.478277
466	3936.791224
467	3933.209779
468	3931.842654
469	3930.645502
470	3920.471672
471	3914.83974
472	3912.229094
473	3904.664491
474	3901.832331
475	3898.069896
476	3891.94356
477	3886.908872
478	3878.470148
479	3873.212235
480	3871.271165
481	3864.774652
482	3860.650834
483	3857.292091
484	3851.566877
485	3848.385536
486	3843.132347
487	3838.646758
488	3836.515562
489	3833.448019
490	3826.688127
491	3823.870336
492	3819.271145
493	3813.996995
494	3810.634939
495	3809.324697
496	3806.800337
497	3804.916969
498	3798.71993
499	3794.472854
500	3791.528318
501	3788.359975
502	3784.303646
503	3779.466252
504	3777.497734
505	3772.039341
506	3768.18392
507	3766.398884
508	3764.880484
509	3761.928624
510	3758.363652
511	3755.513225
512	3749.46511
513	3747.694198
514	3746.452837
515	3744.056963
516	3740.752065
517	3739.821017
518	3739.1203
519	3735.912954
520	3733.390806
521	3728.832045
522	3726.921902
523	3725.161422
524	3723.236978
525	3721.711694
526	3719.650561
527	3715.176578
528	3712.764621
529	3709.904889
530	3704.212437
531	3698.733011
532	3694.176235
533	3690.7536
534	3687.749843
535	3687.071373
536	3683.698662
537	3680.264107
538	3677.812815
539	3674.108282
540	3671.327649
541	3670.89627
542	3668.005012
543	3664.367695
544	3661.59682
545	3657.802732
546	3656.785279
547	3652.725791
548	3648.584628
549	3642.612821
550	3640.8796
551	3639.182059
552	3638.053434
553	3635.972756
554	3631.218562
555	3628.736331
556	3627.432774
557	3624.244681
558	3620.725452
559	3617.927894
560	3614.624299
561	3611.458921
562	3608.46634
563	3607.885495
564	3606.924935
565	3604.59577
566	3602.848338
567	3600.807158
568	3596.995756
569	3596.292928
570	3594.251176
571	3593.250558
572	3591.056902
573	3589.403715
574	3588.389137
575	3586.833357
576	3585.176099
577	3580.377807
578	3578.120004
579	3574.559962
580	3570.784488
581	3569.73584
582	3568.80623
583	3566.560783
584	3564.352945
585	3563.078458
586	3561.521689
587	3560.366622
588	3557.178641
589	3556.024243
590	3554.389318
591	3553.563456
592	3548.201186
593	3547.475806
594	3545.007164
595	3540.676009
596	3539.283165
597	3538.744141
598	3534.365566
599	3533.608771
600	3530.023862
601	3529.463916
602	3527.020096
603	3524.391264
604	3521.984465
605	3519.149239
606	3516.912341
607	3516.066161
608	3514.344492
609	3510.894729
610	3509.38262
611	3506.309693
612	3504.890778
613	3502.873663
614	3500.048729
615	3498.823789
616	3497.193615
617	3493.974025
618	3492.808015
619	3490.397255
620	3487.441719
621	3485.047717
622	3482.976181
623	3481.522071
624	3478.884698
625	3477.264376
626	3476.375495
627	3474.750559
628	3472.361183
629	3471.53954
630	3467.846153
631	3466.536819
632	3465.341029
633	3463.500597
634	3462.107313
635	3460.402735
636	3458.571001
637	3456.774802
638	3454.259563
639	3451.005652
640	3447.78423
641	3446.193751
642	3443.595319
643	3440.991649
644	3438.809798
645	3438.033677
646	3435.132762
647	3432.638734
648	3431.399472
649	3429.807794
650	3428.697503
651	3427.495779
652	3425.279661
653	3423.756524
654	3421.919482
655	3420.388062
656	3418.731425
657	3415.667247
658	3414.021968
659	3411.492648
660	3409.858021
661	3407.911174
662	3407.187744
663	3406.412802
664	3404.312484
665	3402.688708
666	3399.241289
667	3398.307076
668	3395.949222
669	3394.245004
670	3393.258097
671	3391.981639
672	3391.100478
673	3388.410257
674	3385.645175
675	3384.230183
676	3383.719203
677	3380.737304
678	3379.511134
679	3378.423001
680	3377.714465
681	3374.185834
682	3371.725334
683	3369.743359
684	3366.411648
685	3364.494757
686	3362.994306
687	3361.036963
688	3359.825091
689	3358.764882
690	3356.051278
691	3355.423676
692	3352.407059
693	3351.004585
694	3350.376265
695	3349.877257
696	3349.200942
697	3346.560054
698	3345.817508
699	3341.836671
700	3340.164697
701	3337.0679
702	3336.03951
703	3333.947405
704	3332.036456
705	3331.125927
706	3328.699044
707	3327.646408
708	3325.209538
709	3324.164318
710	3320.589099
711	3317.154481
712	3316.484512
713	3313.815013
714	3311.618947
715	3310.469034
716	3309.377382
717	3307.156614
718	3306.272841
719	3304.438686
720	3302.676776
721	3300.600516
722	3298.953123
723	3295.743111
724	3292.860062
725	3292.135267
726	3289.807803
727	3288.05557
728	3285.175451
729	3282.648381
730	3281.015999
731	3279.79197
732	3278.343369
733	3277.074206
734	3275.109063
735	3274.569622
736	3272.933837
737	3272.229035
738	3271.748199
739	3270.992743
740	3269.40388
741	3267.724226
742	3265.6874
743	3264.643361
744	3262.15375
745	3260.187003
746	3259.15547
747	3257.925935
748	3256.599486
749	3254.52489
750	3254.195573
751	3252.678495
752	3250.185441
753	3249.228891
754	3248.036239
755	3247.636981
756	3247.222542
757	3245.182518
758	3243.238102
759	3241.680491
760	3239.790045
761	3237.981576
762	3237.290792
763	3236.421235
764	3235.073099
765	3232.7606
766	3231.69381
767	3230.151516
768	3226.540648
769	3225.933486
770	3225.645708
771	3224.124521
772	3221.984874
773	3220.405713
774	3218.075905
775	3216.819126
776	3215.764741
777	3214.423602
778	3213.537212
779	3212.300759
780	3211.465998
781	3210.727039
782	3209.72325
783	3209.403179
784	3208.321837
785	3207.233537
786	3204.525767
787	3204.181911
788	3203.119959
789	3200.499089
790	3199.453845
791	3198.161632
792	3195.635839
793	3194.031123
794	3192.764288
795	3192.152426
796	3190.640801
797	3188.896211
798	3188.341529
799	3187.375841
800	3184.532664
801	3181.909645
802	3181.023518
803	3180.362443
804	3178.814773
805	3177.414652
806	3177.150666
807	3175.624805
808	3174.35051
809	3173.641209
810	3172.258049
811	3171.267587
812	3170.749793
813	3169.797452
814	3169.607923
815	3166.370675
816	3165.137607
817	3164.616504
818	3163.5654
819	3162.441072
820	3161.685953
821	3159.335652
822	3157.28729
823	3156.399161
824	3154.758876
825	3152.774677
826	3151.037266
827	3149.642418
828	3146.284776
829	3144.806389
830	3143.458746
831	3142.71243
832	3141.256321
833	3139.356952
834	3137.307381
835	3136.140325
836	3135.920498
837	3134.65301
838	3133.337777
839	3131.186057
840	3130.98596
841	3130.736316
842	3130.285651
843	3129.86093
844	3128.928925
845	3127.71257
846	3126.066365
847	3125.853963
848	3124.112701
849	3123.238146
850	3122.683331
851	3121.062113
852	3120.240712
853	3118.557189
854	3116.676879
855	3116.621478
856	3114.455545
857	3114.020536
858	3113.284085
859	3112.365759
860	3111.249491
861	3110.873001
862	3110.562163
863	3109.956207
864	3109.119241
865	3108.743224
866	3107.620618
867	3105.538795
868	3104.170675
869	3103.440639
870	3102.321697
871	3101.314704
872	3100.150058
873	3099.631473
874	3097.90129
875	3096.038074
876	3095.201904
877	3093.085837
878	3091.890451
879	3091.23506
880	3090.349518
881	3088.239443
882	3086.793803
883	3085.218389
884	3084.443832
885	3083.040693
886	3081.669639
887	3080.56804
888	3079.702175
889	3078.405262
890	3077.404852
891	3075.517271
892	3074.163623
893	3073.018765
894	3072.643908
895	3069.911388
896	3068.762574
897	3068.455223
898	3066.489272
899	3064.760771
900	3063.326961
901	3060.921938
902	3059.693966
903	3059.031728
904	3058.0724
905	3056.955773
906	3055.552263
907	3055.05464
908	3054.659777
909	3054.145114
910	3053.782079
911	3052.81787
912	3050.838659
913	3049.962612
914	3049.222394
915	3048.451394
916	3047.730641
917	3046.93698
918	3045.889959
919	3045.054939
920	3043.27681
921	3042.609964
922	3039.917476
923	3038.646667
924	3038.495449
925	3037.903441
926	3037.132316
927	3035.668953
928	3034.688084
929	3033.597498
930	3031.437304
931	3030.811264
932	3029.720373
933	3028.051382
934	3027.880878
935	3027.102705
936	3024.660794
937	3023.983947
938	3021.66022
939	3020.302701
940	3018.205247
941	3017.27694
942	3016.009614
943	3015.071035
944	3014.695339
945	3013.811024
946	3012.612199
947	3011.493678
948	3009.643569
949	3008.977821
950	3007.863328
951	3007.344369
952	3006.819272
953	3005.572237
954	3005.037197
955	3004.546925
956	3003.363091
957	3002.520422
958	3001.496116
959	3000.997
960	3000.674258
961	2998.995297
962	2997.091538
963	2996.763527
964	2996.150504
965	2995.665778
966	2993.86019
967	2992.715594
968	2991.512902
969	2989.483904
970	2989.078074
971	2988.036431
972	2986.811617
973	2985.714
974	2983.084076
975	2981.641545
976	2980.078427
977	2979.614124
978	2978.74629
979	2977.418971
980	2976.808242
981	2975.130606
982	2974.153097
983	2972.13661
984	2970.692569
985	2969.825068
986	2968.646969
987	2968.021419
988	2967.557435
989	2967.026232
990	2966.478636
991	2966.273719
992	2964.846511
993	2964.335767
994	2963.876613
995	2963.129659
996	2962.889078
997	2961.336679
998	2958.731006
999	2957.920057
1000	2956.555205
1001	2955.786549
1002	2955.001094
1003	2954.792208
1004	2953.411656
1005	2952.562967
1006	2952.221803
1007	2951.641226
1008	2951.439137
1009	2950.340851
1010	2949.531869
1011	2948.132033
1012	2947.182071
1013	2947.081717
1014	2946.437777
1015	2945.336625
1016	2942.649783
1017	2941.115874
1018	2940.427468
1019	2940.02437
1020	2938.630544
1021	2937.611443
1022	2936.513825
1023	2935.932008
1024	2933.69995
1025	2931.841339
1026	2930.627453
1027	2930.122004
1028	2929.041767
1029	2927.457538
1030	2926.723468
1031	2926.248956
1032	2925.711157
1033	2924.577005
1034	2922.48183
1035	2921.844502
1036	2921.32647
1037	2920.769763
1038	2920.508676
1039	2919.225437
1040	2918.832158
1041	2918.188628
1042	2917.234411
1043	2915.195193
1044	2914.478269
1045	2912.948384
1046	2912.017809
1047	2910.922632
1048	2910.243805
1049	2908.605034
1050	2907.619751
1051	2905.748086
1052	2905.164821
1053	2904.327104
1054	2904.209582
1055	2902.249145
1056	2901.577094
1057	2900.930913
1058	2899.985215
1059	2899.333222
1060	2898.911534
1061	2898.279465
1062	2898.117432
1063	2897.590741
1064	2896.447014
1065	2895.768776
1066	2895.266395
1067	2894.21043
1068	2893.023852
1069	2892.751321
1070	2892.301037
1071	2892.115433
1072	2891.203536
1073	2890.585667
1074	2889.614503
1075	2889.092592
1076	2888.574941
1077	2888.061304
1078	2886.914082
1079	2886.62188
1080	2886.141046
1081	2885.624801
1082	2885.116488
1083	2883.886971
1084	2883.644183
1085	2882.472076
1086	2881.630849
1087	2881.538005
1088	2880.389782
1089	2879.213946
1090	2877.54846
1091	2876.275947
1092	2875.268466
1093	2875.099367
1094	2874.399278
1095	2873.8729
1096	2872.921615
1097	2872.677302
1098	2871.093677
1099	2870.046298
1100	2869.24328
1101	2869.190243
1102	2868.442551
1103	2868.099737
1104	2867.475809
1105	2867.356307
1106	2867.197177
1107	2866.395276
1108	2866.115734
1109	2865.077057
1110	2864.187509
1111	2863.057758
1112	2862.880619
1113	2862.400393
1114	2861.885299
1115	2861.28341
1116	2860.153209
1117	2859.128984
1118	2858.847733
1119	2858.150949
1120	2857.288762
1121	2857.022662
1122	2856.249089
1123	2855.997842
1124	2854.544521
1125	2853.994593
1126	2853.475574
1127	2853.29896
1128	2852.666834
1129	2852.308511
1130	2851.191896
1131	2850.733756
1132	2850.065847
1133	2849.595955
1134	2848.576353
1135	2847.810247
1136	2847.132184
1137	2846.637481
1138	2846.222227
1139	2845.634977
1140	2845.381404
1141	2842.736235
1142	2842.455868
1143	2840.908969
1144	2840.05709
1145	2839.541271
1146	2838.564288
1147	2838.228655
1148	2837.358728
1149	2837.276479
1150	2837.18063
1151	2837.010941
1152	2836.528246
1153	2835.657865
1154	2835.193037
1155	2834.422696
1156	2834.214233
1157	2833.564448
1158	2832.276936
1159	2831.742626
1160	2831.196212
1161	2830.918998
1162	2830.78917
1163	2829.094084
1164	2828.988954
1165	2828.754843
1166	2828.560363
1167	2828.149834
1168	2827.595875
1169	2827.150929
1170	2825.882597
1171	2825.304867
1172	2824.626488
1173	2823.280279
1174	2822.992438
1175	2822.36001
1176	2821.123945
1177	2820.867726
1178	2820.580556
1179	2820.485253
1180	2819.366605
1181	2819.301769
1182	2818.377124
1183	2817.32563
1184	2817.010273
1185	2814.741841
1186	2813.016233
1187	2811.803046
1188	2810.334396
1189	2809.458165
1190	2808.57242
1191	2808.038293
1192	2807.436173
1193	2806.934631
1194	2805.307373
1195	2804.889211
1196	2804.636175
1197	2803.825079
1198	2803.161316
1199	2801.654278
1200	2800.835658
1201	2800.423151
1202	2799.432211
1203	2799.053579
1204	2798.458019
1205	2797.943087
1206	2796.684178
1207	2795.903533
1208	2794.481605
1209	2793.252197
1210	2792.652914
1211	2791.556804
1212	2791.044275
1213	2790.54756
1214	2790.340832
1215	2789.981387
1216	2789.796227
1217	2789.319248
1218	2788.660507
1219	2787.738911
1220	2787.446173
1221	2786.530431
1222	2785.324914
1223	2784.545824
1224	2783.361241
1225	2783.330969
1226	2782.15009
1227	2779.856239
1228	2779.58761
1229	2779.237158
1230	2778.789188
1231	2777.4916
1232	2777.288808
1233	2776.337432
1234	2775.662696
1235	2774.993974
1236	2774.415063
1237	2774.042502
1238	2773.214979
1239	2772.922923
1240	2771.970611
1241	2770.676012
1242	2770.487244
1243	2769.151319
1244	2768.170985
1245	2767.295492
1246	2767.176082
1247	2766.228299
1248	2765.956173
1249	2764.931297
1250	2763.25963
1251	2762.047405
1252	2761.676319
1253	2761.325203
1254	2760.750995
1255	2759.79828
1256	2759.556214
1257	2759.496146
1258	2759.024415
1259	2758.418167
1260	2757.948937
1261	2757.221381
1262	2756.673524
1263	2755.342832
1264	2754.96317
1265	2754.495075
1266	2754.269162
1267	2754.094975
1268	2753.957578
1269	2753.217103
1270	2752.275349
1271	2751.189333
1272	2750.195266
1273	2749.530435
1274	2749.029471
1275	2747.924568
1276	2746.972252
1277	2746.269554
1278	2744.8268
1279	2744.540445
1280	2743.623113
1281	2743.097688
1282	2742.432972
1283	2741.997505
1284	2741.322937
1285	2741.251089
1286	2740.666756
1287	2740.597922
1288	2740.421781
1289	2739.678977
1290	2739.13296
1291	2738.843253
1292	2737.869385
1293	2737.673696
1294	2737.4513
1295	2736.517108
1296	2736.12451
1297	2735.103395
1298	2734.264764
1299	2732.541181
1300	2732.050229
1301	2731.811472
1302	2730.988125
1303	2730.899962
1304	2730.799592
1305	2730.149884
1306	2729.820074
1307	2729.402226
1308	2728.224709
1309	2728.088833
1310	2727.376762
1311	2726.988136
1312	2726.857736
1313	2726.456731
1314	2725.266381
1315	2725.016841
1316	2724.98007
1317	2724.046888
1318	2723.547951
1319	2722.826774
1320	2722.343091
1321	2722.284142
1322	2722.026609
1323	2721.81153
1324	2720.915917
1325	2720.786963
1326	2720.380107
1327	2720.364016
1328	2720.25712
1329	2719.582603
1330	2717.916836
1331	2717.376967
1332	2716.073544
1333	2715.267216
1334	2714.737137
1335	2714.377351
1336	2713.633267
1337	2712.872539
1338	2712.848873
1339	2712.604098
1340	2712.324157
1341	2711.208938
1342	2709.543868
1343	2709.527323
1344	2708.834054
1345	2708.407263
1346	2707.517611
1347	2706.613668
1348	2705.828608
1349	2705.395698
1350	2705.108847
1351	2704.866711
1352	2704.752795
1353	2703.949604
1354	2703.611207
1355	2703.074532
1356	2702.324157
1357	2701.805225
1358	2701.4672
1359	2701.258685
1360	2701.034509
1361	2700.581156
1362	2700.471072
1363	2699.732099
1364	2699.610965
1365	2699.278778
1366	2698.627185
1367	2698.343754
1368	2698.157018
1369	2697.92463
1370	2697.880452
1371	2697.087656
1372	2696.805016
1373	2696.128926
1374	2694.904988
1375	2694.217001
1376	2693.731425
1377	2693.548533
1378	2692.928321
1379	2692.144449
1380	2691.654866
1381	2691.023834
1382	2690.945435
1383	2690.639514
1384	2689.938013
1385	2689.930096
1386	2689.772575
1387	2689.547284
1388	2689.350425
1389	2687.800542
1390	2687.23227
1391	2686.950547
1392	2686.631829
1393	2686.180419
1394	2685.963719
1395	2684.982438
1396	2684.571683
1397	2683.452863
1398	2683.080207
1399	2682.504479
1400	2682.143417
1401	2680.990821
1402	2680.533505
1403	2679.801249
1404	2679.237828
1405	2678.534191
1406	2677.948367
1407	2677.55466
1408	2677.200674
1409	2676.631722
1410	2676.566214
1411	2676.379024
1412	2675.622558
1413	2675.546995
1414	2675.07178
1415	2674.422054
1416	2674.005225
1417	2673.282324
1418	2672.992191
1419	2672.429818
1420	2672.166791
1421	2671.46415
1422	2671.407276
1423	2670.922885
1424	2670.807111
1425	2670.356945
1426	2670.274992
1427	2669.576314
1428	2669.369051
1429	2668.920768
1430	2668.230778
1431	2666.846647
1432	2665.949546
1433	2665.417803
1434	2664.713292
1435	2664.669061
1436	2664.044845
1437	2663.745766
1438	2662.88564
1439	2662.361257
1440	2662.206788
1441	2661.968467
1442	2661.579057
1443	2660.961807
1444	2659.962535
1445	2659.542308
1446	2659.045807
1447	2658.603341
1448	2658.430545
1449	2658.007974
1450	2656.801188
1451	2656.317337
1452	2655.857609
1453	2655.039019
1454	2654.953292
1455	2654.627514
1456	2653.965682
1457	2653.314044
1458	2653.107104
1459	2652.767004
1460	2652.160383
1461	2651.265646
1462	2650.323599
1463	2649.767248
1464	2649.446792
1465	2649.205817
1466	2648.045215
1467	2647.734475
1468	2647.358916
1469	2647.22612
1470	2646.373022
1471	2645.902411
1472	2645.032106
1473	2644.738191
1474	2644.206513
1475	2643.4628
1476	2643.10583
1477	2642.921787
1478	2642.098173
1479	2641.985917
1480	2641.237775
1481	2640.467252
1482	2640.136162
1483	2639.187593
1484	2638.952514
1485	2637.952269
1486	2637.633811
1487	2637.534368
1488	2637.065336
1489	2636.614543
1490	2635.269857
1491	2634.959416
1492	2634.886212
1493	2634.242897
1494	2634.196675
1495	2633.526779
1496	2632.550875
1497	2632.407655
1498	2632.085339
1499	2631.994273
1500	2631.574581
1501	2631.333487
1502	2631.202866
1503	2630.729528
1504	2629.836947
1505	2629.7086
1506	2629.505104
1507	2629.114283
1508	2628.2528
1509	2627.207789
1510	2627.197748
1511	2626.99805
1512	2626.283986
1513	2626.061597
1514	2625.574004
1515	2623.842977
1516	2623.079942
1517	2622.948253
1518	2622.541753
1519	2622.264379
1520	2622.233015
1521	2622.205432
1522	2621.235892
1523	2620.768724
1524	2620.629752
1525	2620.131074
1526	2620.075837
1527	2619.518285
1528	2619.389752
1529	2618.63905
1530	2618.631431
1531	2618.198493
1532	2617.753156
1533	2617.287625
1534	2616.924662
1535	2615.843428
1536	2615.506503
1537	2615.115324
1538	2615.031339
1539	2614.132908
1540	2612.953156
1541	2612.633688
1542	2611.801048
1543	2611.394405
1544	2610.84964
1545	2610.664511
1546	2610.40939
1547	2610.343135
1548	2609.477054
1549	2608.427208
1550	2607.842926
1551	2606.77714
1552	2606.699874
1553	2606.090879
1554	2605.766082
1555	2605.579225
1556	2605.223427
1557	2604.671982
1558	2604.494712
1559	2603.485917
1560	2603.123192
1561	2602.790257
1562	2602.634931
1563	2602.406975
1564	2601.968226
1565	2601.844454
1566	2601.739592
1567	2600.985813
1568	2600.880197
1569	2600.726115
1570	2599.910114
1571	2599.486825
1572	2599.284693
1573	2599.035177
1574	2598.894207
1575	2598.631602
1576	2598.261971
1577	2597.783774
1578	2596.943636
1579	2596.631076
1580	2595.802376
1581	2595.436879
1582	2595.07364
1583	2594.380633
1584	2593.735381
1585	2593.335783
1586	2592.739954
1587	2592.648262
1588	2592.48239
1589	2591.500356
1590	2591.095751
1591	2590.951652
1592	2590.123659
1593	2589.882168
1594	2589.63381
1595	2589.447785
1596	2589.16609
1597	2589.007478
1598	2588.65169
1599	2588.071891
1600	2587.011149
1601	2586.988847
1602	2586.778564
1603	2586.296617
1604	2585.669213
1605	2585.438997
1606	2585.206085
1607	2584.934322
1608	2584.630222
1609	2584.404967
1610	2584.34344
1611	2584.02411
1612	2583.817047
1613	2583.004919
1614	2582.873751
1615	2582.616429
1616	2582.053433
1617	2581.882655
1618	2581.534152
1619	2581.215758
1620	2580.751372
1621	2580.217074
1622	2580.067047
1623	2578.92724
1624	2578.402392
1625	2578.026373
1626	2577.969007
1627	2577.204301
1628	2576.855364
1629	2576.81566
1630	2576.513465
1631	2575.44796
1632	2574.968161
1633	2574.685101
1634	2574.274736
1635	2574.007707
1636	2573.67662
1637	2573.237443
1638	2572.112537
1639	2571.675214
1640	2570.936452
1641	2570.888063
1642	2570.754484
1643	2570.618295
1644	2570.572278
1645	2569.740032
1646	2569.144895
1647	2568.910159
1648	2568.58309
1649	2567.737573
1650	2566.756593
1651	2566.707924
1652	2566.678232
1653	2566.497548
1654	2566.376744
1655	2566.112326
1656	2565.580531
1657	2565.243428
1658	2565.130619
1659	2564.648428
1660	2564.038269
1661	2564.017688
1662	2563.533796
1663	2563.447264
1664	2563.335241
